"ID","ItemType","Model"
"ex_gg_ent_01","Static","x\Ex_GG_ent_01.NIF"
"ex_gg_fence_01","Static","x\Ex_GG_fence_01.NIF"
"ex_gg_fence_01_bbot","Static","x\Ex_GG_fence_01.NIF"
"ex_gg_fence_02","Static","x\Ex_GG_fence_02.NIF"
"ex_gg_fence_02_bbot","Static","x\Ex_GG_fence_02.NIF"
"ex_gg_fence_03","Static","x\Ex_GG_fence_03.NIF"
"ex_gg_fence_04","Static","x\Ex_GG_fence_04.NIF"
"ex_gg_gatetriolith_01","Static","x\ex_gg_gatetriolith_01.nif"
"ex_gg_pylon_01","Static","x\Ex_GG_pylon_01.NIF"
"ex_gg_pylon_02","Static","x\Ex_GG_pylon_02.NIF"
"ex_hlaalu_b_01","Static","x\Ex_hlaalu_b_01.NIF"
"ex_hlaalu_b_02","Static","x\Ex_hlaalu_b_02.NIF"
"ex_hlaalu_b_03","Static","x\Ex_hlaalu_b_03.NIF"
"ex_hlaalu_b_04","Static","x\Ex_hlaalu_b_04.NIF"
"ex_hlaalu_b_05","Static","x\Ex_hlaalu_b_05.NIF"
"ex_hlaalu_b_06","Static","x\Ex_hlaalu_b_06.NIF"
"ex_hlaalu_b_07","Static","x\Ex_hlaalu_b_07.NIF"
"ex_hlaalu_b_08","Static","x\Ex_hlaalu_b_08.NIF"
"ex_hlaalu_b_09","Static","x\Ex_hlaalu_b_09.NIF"
"ex_hlaalu_b_10","Static","x\Ex_hlaalu_b_10.NIF"
"ex_hlaalu_b_11","Static","x\Ex_hlaalu_b_11.NIF"
"ex_hlaalu_b_12","Static","x\Ex_hlaalu_b_12.NIF"
"ex_hlaalu_b_13","Static","x\Ex_hlaalu_b_13.NIF"
"ex_hlaalu_b_14","Static","x\Ex_hlaalu_b_14.NIF"
"ex_hlaalu_b_15","Static","x\Ex_hlaalu_b_15.NIF"
"ex_hlaalu_b_16","Static","x\Ex_hlaalu_b_16.NIF"
"ex_hlaalu_b_17","Static","x\Ex_hlaalu_b_17.NIF"
"ex_hlaalu_b_18","Static","x\Ex_hlaalu_b_18.NIF"
"ex_hlaalu_b_20","Static","x\Ex_hlaalu_b_20.NIF"
"ex_hlaalu_b_21","Static","x\Ex_hlaalu_b_21.NIF"
"ex_hlaalu_b_22","Static","x\Ex_hlaalu_b_22.NIF"
"ex_hlaalu_b_23","Static","x\Ex_hlaalu_b_23.NIF"
"ex_hlaalu_b_24","Static","x\Ex_hlaalu_b_24.NIF"
"ex_hlaalu_b_25","Static","x\Ex_hlaalu_b_25.NIF"
"ex_hlaalu_b_26","Static","x\Ex_hlaalu_b_26.NIF"
"ex_hlaalu_b_27","Static","x\Ex_hlaalu_b_27.NIF"
"ex_hlaalu_b_28","Static","x\Ex_hlaalu_b_28.NIF"
"ex_hlaalu_bal_01","Static","x\Ex_hlaalu_bal_01.NIF"
"ex_hlaalu_bal_02","Static","x\Ex_hlaalu_bal_02.NIF"
"ex_hlaalu_bridge_01","Static","x\Ex_hlaalu_bridge_01.NIF"
"ex_hlaalu_bridge_04","Static","x\Ex_hlaalu_bridge_04.NIF"
"ex_hlaalu_bridge_05","Static","x\Ex_hlaalu_bridge_05.NIF"
"ex_hlaalu_bridge_06","Static","x\Ex_hlaalu_bridge_06.NIF"
"ex_hlaalu_bridge_07","Static","x\Ex_hlaalu_bridge_07.NIF"
"ex_hlaalu_buttress_03","Static","x\Ex_hlaalu_buttress_03.NIF"
"ex_hlaalu_buttress_04","Static","x\Ex_hlaalu_buttress_04.NIF"
"ex_hlaalu_buttress_05","Static","x\Ex_hlaalu_buttress_05.NIF"
"ex_hlaalu_canal_01","Static","x\Ex_hlaalu_canal_01.NIF"
"ex_hlaalu_canal_02","Static","x\Ex_hlaalu_canal_02.NIF"
"ex_hlaalu_canal_03","Static","x\Ex_hlaalu_canal_03.NIF"
"ex_hlaalu_canal_04","Static","x\Ex_hlaalu_canal_04.NIF"
"ex_hlaalu_canal_05","Static","x\Ex_hlaalu_canal_05.NIF"
"ex_hlaalu_canal_06","Static","x\Ex_hlaalu_canal_06.NIF"
"ex_hlaalu_canal_07","Static","x\Ex_hlaalu_canal_07.NIF"
"ex_hlaalu_canal_08","Static","x\Ex_hlaalu_canal_08.NIF"
"ex_hlaalu_canal_09","Static","x\Ex_hlaalu_canal_09.NIF"
"ex_hlaalu_canal_10","Static","x\Ex_hlaalu_canal_10.NIF"
"ex_hlaalu_canal_11","Static","x\Ex_hlaalu_canal_11.NIF"
"ex_hlaalu_canal_12","Static","x\Ex_hlaalu_canal_12.NIF"
"ex_hlaalu_canal_13","Static","x\Ex_hlaalu_canal_13.NIF"
"ex_hlaalu_dsteps_01","Static","x\Ex_hlaalu_dsteps_01.NIF"
"ex_hlaalu_dsteps_03","Static","x\Ex_hlaalu_dsteps_03.NIF"
"ex_hlaalu_fb_01","Static","x\Ex_hlaalu_fb_01.NIF"
"ex_hlaalu_pole_01","Static","x\Ex_hlaalu_pole_01.NIF"
"ex_hlaalu_pole_02","Static","x\Ex_hlaalu_pole_02.NIF"
"ex_hlaalu_steps_03","Static","x\Ex_hlaalu_steps_03.NIF"
"ex_hlaalu_steps_04","Static","x\Ex_hlaalu_steps_04.NIF"
"ex_hlaalu_steps_05","Static","x\Ex_hlaalu_steps_05.NIF"
"ex_hlaalu_steps_06","Static","x\Ex_hlaalu_steps_06.NIF"
"ex_hlaalu_steps_07","Static","x\Ex_hlaalu_steps_07.NIF"
"ex_hlaalu_striderport_01","Static","x\Ex_hlaalu_striderport_01.NIF"
"ex_hlaalu_wall_01","Static","x\Ex_hlaalu_wall_01.NIF"
"ex_hlaalu_wall_02","Static","x\Ex_hlaalu_wall_02.NIF"
"ex_hlaalu_wall_curve_01","Static","x\Ex_hlaalu_wall_curve_01.NIF"
"ex_hlaalu_wall_end_01","Static","x\Ex_hlaalu_wall_end_01.NIF"
"ex_hlaalu_wall_gate_01","Static","x\Ex_hlaalu_wall_gate_01.NIF"
"ex_hlaalu_wall_gate_02","Static","x\Ex_hlaalu_wall_gate_02.NIF"
"ex_hlaalu_wall_gate_03","Static","x\Ex_hlaalu_wall_gate_03.NIF"
"ex_hlaalu_wall_up_01","Static","x\Ex_hlaalu_wall_up_01.NIF"
"ex_hlaalu_wall_up_02","Static","x\Ex_hlaalu_wall_up_02.NIF"
"ex_hlaalu_win_01","Static","x\Ex_hlaalu_win_01.NIF"
"ex_holamayan_01","Static","x\Ex_Holamayan_01.NIF"
"ex_imp_arrowslit_01","Static","x\Ex_imp_arrowslit_01.NIF"
"ex_imp_bridge_01","Static","x\Ex_imp_bridge_01.NIF"
"ex_imp_bridge_02","Static","x\Ex_imp_bridge_02.NIF"
"ex_imp_dock_01","Static","x\Ex_imp_dock_01.NIF"
"ex_imp_dock_02","Static","x\Ex_imp_dock_02.NIF"
"ex_imp_dragonstatue","Static","x\Ex_imp_dragonstatue.NIF"
"ex_imp_foundation_01","Static","x\Ex_imp_foundation_01.NIF"
"ex_imp_foundation_02","Static","x\Ex_imp_foundation_02.NIF"
"ex_imp_gov_arrowlit","Static","x\Ex_imp_gov_arrowlit.NIF"
"ex_imp_govman_stair","Static","x\Ex_imp_govman_stair.NIF"
"ex_imp_govmansion_donjon","Static","x\Ex_imp_govmansion_donjon.NIF"
"ex_imp_govmansion_gate","Static","x\Ex_imp_govmansion_gate.NIF"
"ex_imp_govmansion_wing","Static","x\Ex_imp_govmansion_wing.NIF"
"ex_imp_guardtower_01","Static","x\Ex_imp_guardtower_01.NIF"
"ex_imp_guardtower_02","Static","x\Ex_imp_guardtower_02.NIF"
"ex_imp_kdoorframe_01","Static","x\Ex_imp_kdoorframe_01.NIF"
"ex_imp_keep_01","Static","x\Ex_imp_keep_01.NIF"
"ex_imp_keep_02","Static","x\Ex_imp_keep_02.NIF"
"ex_imp_mooring_01","Static","x\Ex_imp_mooring_01.NIF"
"ex_imp_plat_01","Static","x\Ex_imp_plat_01.NIF"
"ex_imp_plaza","Static","x\Ex_imp_plaza.nif"
"ex_imp_plaza_stairs","Static","x\Ex_imp_plaza_stairs.nif"
"Ex_imp_rubble_03","Static","x\Ex_imp_rubble_03.NIF"
"Ex_imp_rubble_04","Static","x\Ex_imp_rubble_04.NIF"
"Ex_imp_rubble_05","Static","x\Ex_imp_rubble_05.NIF"
"Ex_imp_rubble_06","Static","x\Ex_imp_rubble_06.NIF"
"Ex_imp_rubble_07","Static","x\Ex_imp_rubble_07.NIF"
"ex_imp_towerb_base_01","Static","x\Ex_imp_towerb_base_01.NIF"
"ex_imp_towerb_cons_01","Static","x\Ex_imp_towerb_cons_01.NIF"
"ex_imp_towerb_cons_02","Static","x\Ex_imp_towerb_cons_02.NIF"
"ex_imp_towerb_dark_01","Static","x\Ex_imp_towerb_dark_01.NIF"
"ex_imp_towerb_light_01","Static","x\Ex_imp_towerb_light_01.NIF"
"ex_imp_towerb_med_01","Static","x\Ex_imp_towerb_med_01.NIF"
"ex_imp_towerb_roof_pitch","Static","x\Ex_imp_towerb_roof_pitch.NIF"
"ex_imp_towerb_top_01","Static","x\Ex_imp_towerb_top_01.NIF"
"ex_imp_towers_base_01","Static","x\Ex_imp_towers_base_01.NIF"
"ex_imp_towers_dark_01","Static","x\Ex_imp_towers_dark_01.NIF"
"ex_imp_towers_light_01","Static","x\Ex_imp_towers_light_01.NIF"
"ex_imp_towers_med_01","Static","x\Ex_imp_towers_med_01.NIF"
"ex_imp_towers_top_01","Static","x\Ex_imp_towers_top_01.NIF"
"ex_imp_wall_01","Static","x\Ex_imp_wall_01.NIF"
"ex_imp_wall_arch_01","Static","x\Ex_imp_wall_arch_01.NIF"
"ex_imp_wall_corner_01","Static","x\Ex_imp_wall_corner_01.NIF"
"ex_imp_wall_corner_02","Static","x\Ex_imp_wall_corner_02.NIF"
"ex_imp_wall_stairs_01","Static","x\Ex_imp_wall_stairs_01.NIF"
"ex_imp_wall_stairs_02","Static","x\Ex_imp_wall_stairs_02.NIF"
"ex_imp_wall_stairs_03","Static","x\Ex_imp_wall_stairs_03.NIF"
"ex_imp_wall_stairs_04","Static","x\Ex_imp_wall_stairs_04.NIF"
"ex_imp_wall_tower_01","Static","x\Ex_imp_wall_tower_01.NIF"
"ex_imp_wallent_01","Static","x\Ex_imp_wallent_01.NIF"
"ex_imp_wallent_02","Static","x\Ex_imp_wallent_02.NIF"
"ex_lavaspark01","Static","x\Ex_lavaspark01.NIF"
"ex_lavaspark03","Static","x\Ex_lavaspark03.NIF"
"ex_lavasteam00","Static","x\ex_lavasteam00.NIF"
"ex_longboat","Static","x\ex_longboat.nif"
"ex_longboat01","Static","x\ex_longboat01.nif"
"Ex_longboat02","Static","x\Ex_longboat02.NIF"
"Ex_LongboatWRK","Static","x\Ex_LongboatWRK.NIF"
"ex_ma_cave_entrance","Static","x\Ex_MA_cave_entrance.NIF"
"EX_MH_bar_01","Static","x\EX_MH_bar_01.NIF"
"EX_MH_bazaar_bench_01","Static","x\EX_MH_bazaar_bench_01.NIF"
"EX_MH_bazaar_booth_01","Static","x\EX_MH_bazaar_booth_01.NIF"
"EX_MH_bazaar_bridge","Static","x\EX_MH_bazaar_bridge.NIF"
"EX_MH_bazaar_cart_01","Static","x\EX_MH_bazaar_cart_01.NIF"
"Ex_MH_bazaar_planter_01","Static","x\Ex_MH_bazaar_planter_01.NIF"
"Ex_MH_bazaar_planter_02","Static","x\Ex_MH_bazaar_planter_02.NIF"
"EX_MH_bazaar_stage","Static","x\EX_MH_bazaar_stage.NIF"
"EX_MH_bazaar_stage_02","Static","x\EX_MH_bazaar_stage_02.NIF"
"EX_MH_bazaar_tent","Static","x\EX_MH_bazaar_tent.NIF"
"EX_MH_building_01","Static","x\EX_MH_building_01.NIF"
"EX_MH_building_02","Static","x\EX_MH_building_02.NIF"
"EX_MH_building_03","Static","x\EX_MH_building_03.NIF"
"EX_MH_building_04","Static","x\EX_MH_building_04.NIF"
"EX_MH_building_05","Static","x\EX_MH_building_05.NIF"
"EX_MH_building_07","Static","x\EX_MH_building_07.NIF"
"EX_MH_building_08","Static","x\EX_MH_building_08.NIF"
"EX_MH_building_09","Static","x\EX_MH_building_09.NIF"
"EX_MH_building_10","Static","x\EX_MH_building_10.NIF"
"EX_MH_canal_grate_01","Static","x\EX_MH_canal_grate_01.NIF"
"EX_MH_doorjamb_02a","Static","x\EX_MH_doorjamb_02.NIF"
"Ex_MH_doorjamb_03","Static","x\Ex_MH_doorjamb_03.NIF"
"Ex_MH_Lantern_Post","Static","x\Ex_MH_Lantern_Post.NIF"
"Ex_MH_Palace_Courtyard","Static","x\Ex_MH_Palace_Courtyard.NIF"
"Ex_MH_Palace_Tower","Static","x\Ex_MH_Palace_Tower.NIF"
"Ex_MH_Palace_Tower02","Static","x\Ex_MH_Palace_Tower02.NIF"
"EX_MH_palace_wall_01","Static","x\EX_MH_palace_wall_01.NIF"
"EX_MH_palace_wall_02","Static","x\EX_MH_palace_wall_02.NIF"
"Ex_MH_Palacewin_01","Static","x\Ex_MH_Palacewin_01.NIF"
"Ex_MH_Palacewin_02","Static","x\Ex_MH_Palacewin_02.NIF"
"Ex_MH_Palacewin_03","Static","x\Ex_MH_Palacewin_03.NIF"
"Ex_MH_Paldoorjamb_01","Static","x\Ex_MH_Paldoorjamb_01.NIF"
"Ex_MH_Pav_Fountain","Static","x\Ex_MH_Pav_Fountain.NIF"
"Ex_MH_Pav_Land_E","Static","x\Ex_MH_Pav_Land_E.NIF"
"Ex_MH_Pav_Land_W","Static","x\Ex_MH_Pav_Land_W.NIF"
"Ex_MH_Pav_Spout","Static","x\Ex_MH_Pav_Spout.NIF"
"Ex_MH_Pav_Steps","Static","x\Ex_MH_Pav_Steps.NIF"
"Ex_MH_Pav_Tower","Static","x\Ex_MH_Pav_Tower.NIF"
"Ex_MH_Pav_Walk_N","Static","x\Ex_MH_Pav_Walk_N.NIF"
"Ex_MH_Pav_Walk_S","Static","x\Ex_MH_Pav_Walk_S.NIF"
"Ex_MH_Pavillion_Gate","Static","x\Ex_MH_Pavillion_Gate.NIF"
"Ex_MH_Pavillion_Gate_02","Static","x\Ex_MH_Pavillion_Gate_02.NIF"
"Ex_MH_Pavillion_Wall_E","Static","x\Ex_MH_Pavillion_Wall_E.NIF"
"Ex_MH_Pavillion_Wall_W","Static","x\Ex_MH_Pavillion_Wall_W.NIF"
"EX_MH_platform_01","Static","x\EX_MH_platform_01.NIF"
"EX_MH_platform_02","Static","x\EX_MH_platform_02.NIF"
"EX_MH_platform_03","Static","x\EX_MH_platform_03.NIF"
"EX_MH_road_01","Static","x\EX_MH_road_01.NIF"
"Ex_MH_road_02","Static","x\EX_MH_road_02.NIF"
"EX_MH_road_03","Static","x\EX_MH_road_03.NIF"
"EX_MH_steps_01","Static","x\EX_MH_steps_01.NIF"
"Ex_MH_Temple","Static","x\Ex_MH_Temple.NIF"
"Ex_MH_Temple_base","Static","x\Ex_MH_Temple_base.NIF"
"EX_MH_wall_01","Static","x\EX_MH_wall_01.NIF"
"Ex_MH_wall_02","Static","x\EX_MH_wall_02.NIF"
"EX_MH_wall_tower_01","Static","x\EX_MH_wall_tower_01.NIF"
"EX_MH_window_01","Static","x\EX_MH_window_01.NIF"
"EX_MH_window_03","Static","x\EX_MH_window_03.NIF"
"ex_nord_chimney_01","Static","x\Ex_nord_chimney_01.NIF"
"ex_nord_doorf_01","Static","x\Ex_nord_doorf_01.nif"
"ex_nord_doorrocks_01","Static","x\Ex_nord_doorrocks_01.NIF"
"ex_nord_house_01","Static","x\Ex_nord_house_01.nif"
"ex_nord_house_02","Static","x\Ex_nord_house_02.NIF"
"ex_nord_house_03","Static","x\Ex_nord_house_03.NIF"
"ex_nord_house_04","Static","x\Ex_nord_house_04.NIF"
"ex_nord_house_05","Static","x\Ex_nord_house_05.NIF"
"ex_nord_houseshed_01","Static","x\Ex_nord_houseshed_01.NIF"
"ex_nord_rock_01","Static","x\Ex_nord_rock_01.nif"
"ex_nord_rock_02","Static","x\Ex_nord_rock_02.nif"
"ex_nord_well_01","Static","x\Ex_nord_well_01.NIF"
"ex_nord_well_01a","Static","x\Ex_nord_well_01.NIF"
"ex_nord_win_01","Static","x\Ex_nord_win_01.NIF"
"ex_nord_win_02","Static","x\Ex_nord_win_02.NIF"
"ex_r_trapdoor_01_static","Static","d\Ex_R_trapdoor_01.nif"
"ex_redoran_awning_01","Static","x\Ex_redoran_awning_01.NIF"
"ex_redoran_barracks_01","Static","x\Ex_Redoran_barracks_01.NIF"
"ex_redoran_building_01","Static","x\Ex_redoran_building_01.NIF"
"ex_redoran_building_02","Static","x\Ex_redoran_building_02.NIF"
"ex_redoran_building_03","Static","x\Ex_redoran_building_03.NIF"
"ex_redoran_hut_01","Static","x\Ex_redoran_hut_01.NIF"
"ex_redoran_hut_02","Static","x\Ex_redoran_hut_02.NIF"
"ex_redoran_steps_01","Static","x\Ex_redoran_steps_01.NIF"
"ex_redoran_steps_02","Static","x\Ex_redoran_steps_02.NIF"
"ex_redoran_striderport_01","Static","x\Ex_Redoran_striderport_01.NIF"
"ex_redoran_tavern_01","Static","x\Ex_Redoran_tavern_01.NIF"
"ex_redoran_tower_01","Static","x\Ex_Redoran_tower_01.NIF"
"ex_redoran_window_01","Static","x\Ex_redoran_window_01.NIF"
"ex_redoran_window_02","Static","x\Ex_redoran_window_02.NIF"
"ex_redwall_arch_01","Static","x\Ex_redwall_arch_01.NIF"
"ex_redwall_b_01","Static","x\Ex_redwall_b_01.NIF"
"ex_redwall_b_02","Static","x\Ex_redwall_b_02.NIF"
"ex_redwall_b_03","Static","x\Ex_redwall_b_03.NIF"
"ex_redwall_b_04","Static","x\Ex_redwall_b_04.NIF"
"ex_redwall_b_05","Static","x\Ex_redwall_b_05.NIF"
"ex_redwall_b_06","Static","x\Ex_redwall_b_06.NIF"
"ex_redwall_corner_01","Static","x\Ex_redwall_corner_01.NIF"
"ex_redwall_corner_02","Static","x\Ex_redwall_corner_02.NIF"
"ex_redwall_corner_03","Static","x\Ex_redwall_corner_03.NIF"
"ex_redwall_p_01","Static","x\Ex_redwall_p_01.NIF"
"ex_redwall_p_02","Static","x\Ex_redwall_p_02.NIF"
"ex_redwall_p_03","Static","x\Ex_redwall_p_03.NIF"
"ex_redwall_p_04","Static","x\Ex_redwall_p_04.NIF"
"ex_redwall_p_05","Static","x\Ex_redwall_p_05.NIF"
"ex_redwall_post_01","Static","x\Ex_redwall_post_01.NIF"
"ex_redwall_post_unique","Static","x\Ex_redwall_post_01.NIF"
"ex_redwall_straight_01","Static","x\Ex_redwall_straight_01.NIF"
"ex_redwall_straight_02","Static","x\Ex_redwall_straight_02.NIF"
"ex_redwall_up_01","Static","x\Ex_redwall_up_01.NIF"
"ex_rope_short","Static","x\ex_rope_short.nif"
"ex_ropebridge_01","Static","x\Ex_ropebridge_01.NIF"
"ex_ropebridge_1024_01","Static","x\Ex_ropebridge_1024_01.nif"
"ex_ropebridge_2048_01","Static","x\Ex_ropebridge_2048_01.nif"
"ex_ropebridge_512_01","Static","x\Ex_ropebridge_512_01.nif"
"ex_ropebridge_stake_01","Static","x\Ex_ropebridge_stake_01.nif"
"ex_ruin_00","Static","x\ex_ruin_00.nif"
"ex_ruin_10","Static","x\ex_ruin_10.nif"
"ex_ruin_20","Static","x\ex_ruin_20.nif"
"ex_ruin_30","Static","x\ex_ruin_30.nif"
"ex_ruin_40","Static","x\ex_ruin_40.nif"
"ex_ruin_boulder00","Static","x\ex_ruin_boulder00.nif"
"ex_ruin_boulder01","Static","x\ex_ruin_boulder01.nif"
"ex_ruin_boulder02","Static","x\ex_ruin_boulder02.nif"
"ex_ruin_boulder03","Static","x\ex_ruin_boulder03.nif"
"ex_ruin_boulder04","Static","x\ex_ruin_boulder04.nif"
"ex_ruin_boulder05","Static","x\ex_ruin_boulder05.nif"
"ex_ruin_rubble00","Static","x\ex_ruin_rubble00.nif"
"ex_ruin_rubble10","Static","x\ex_ruin_rubble10.nif"
"ex_ruin_rubble20","Static","x\ex_ruin_rubble20.nif"
"ex_S_bear","Static","x\ex_S_bear.NIF"
"ex_S_bridge","Static","x\ex_S_bridge.NIF"
"ex_S_extension","Static","x\ex_S_extension.NIF"
"ex_S_fence_01","Static","x\ex_S_fence_01.NIF"
"ex_S_fence_02","Static","x\ex_S_fence_02.NIF"
"ex_S_fencepost","Static","x\ex_S_fencepost.NIF"
"Ex_S_FoodHut","Static","x\Ex_S_FoodHut.NIF"
"ex_S_icicle","Static","x\ex_S_icicle.NIF"
"ex_S_icicle02","Static","x\ex_S_icicle02.NIF"
"Ex_S_Longhouse_blue","Static","x\Ex_S_Longhouse_blue.NIF"
"Ex_S_Longhouse_brown","Static","x\Ex_S_Longhouse_brown.NIF"
"Ex_S_Longhouse_brown02","Static","x\Ex_S_Longhouse_brown02.NIF"
"Ex_S_Longhouse_DKred","Static","x\Ex_S_Longhouse_DKred.NIF"
"Ex_S_Longhouse_green","Static","x\Ex_S_Longhouse_green.NIF"
"Ex_S_Longhouse_red","Static","x\Ex_S_Longhouse_red.NIF"
"Ex_S_Longhouse_red02","Static","x\Ex_S_Longhouse_red02.NIF"
"Ex_S_MainHall","Static","x\Ex_S_MainHall.NIF"
"Ex_S_Smith_Shed","Static","x\Ex_S_Smith_Shed.NIF"
"ex_S_window","Static","x\ex_S_window.NIF"
"ex_S_window01","Static","x\ex_S_window01.NIF"
"ex_S_window01_closed","Static","x\ex_S_window01_closed.NIF"
"ex_S_window_closed","Static","x\ex_S_window_closed.NIF"
"ex_S_wolf","Static","x\ex_S_wolf.NIF"
"ex_scave2_enter10","Static","x\ex_scave2_enter10.nif"
"ex_scrapwood05b","Static","x\ex_scrapwood05.NIF"
"ex_ship_plank","Static","x\ex_ship_plank.nif"
"Ex_ship_stair","Static","x\Ex_ship_stair.NIF"
"ex_siltstrider_01","Static","x\Ex_Siltstrider_01.NIF"
"ex_siltstrider_02","Static","x\Ex_Siltstrider_02.NIF"
"ex_siltstrider_03","Static","x\Ex_Siltstrider_03.NIF"
"ex_siltstrider_04","Static","x\Ex_Siltstrider_04.NIF"
"ex_siltstrider_05","Static","x\Ex_Siltstrider_05.NIF"
"ex_skiff","Static","x\Ex_skiff.NIF"
"ex_Snow_drift","Static","x\ex_Snow_pile.NIF"
"ex_snow_ledge","Static","x\ex_snow_ledge.NIF"
"ex_snow_roof","Static","x\ex_snow_roof.NIF"
"ex_snow_roof_small","Static","x\ex_snow_roof_small.NIF"
"ex_strong_roofstack00","Static","x\ex_strong_roofstack00.nif"
"ex_stronghold_dome00","Static","x\ex_stronghold_dome00.nif"
"ex_stronghold_enter00","Static","x\ex_stronghold_enter00.nif"
"ex_stronghold_fort00","Static","x\ex_stronghold_fort00.nif"
"ex_stronghold_fort01","Static","x\ex_stronghold_fort01.nif"
"ex_stronghold_fort02","Static","x\ex_stronghold_fort02.nif"
"ex_stronghold_fort03","Static","x\ex_stronghold_fort03.nif"
"ex_stronghold_fort05","Static","x\ex_stronghold_fort05.nif"
"ex_stronghold_pylon00","Static","x\ex_stronghold_pylon00.nif"
"ex_stronghold_pylon01","Static","x\ex_stronghold_pylon01.nif"
"ex_stronghold_pylon02","Static","x\ex_stronghold_pylon02.nif"
"ex_stronghold_sandpit00","Static","x\ex_stronghold_sandpit00.nif"
"ex_stronghold_smdwell00","Static","x\ex_stronghold_smdwell00.nif"
"ex_stronghold_wall00","Static","x\ex_stronghold_wall00.nif"
"ex_stronghold_wall01","Static","x\ex_stronghold_wall01.nif"
"ex_stronghold_wall02","Static","x\ex_stronghold_wall02.nif"
"ex_stronghold_wall03","Static","x\ex_stronghold_wall03.nif"
"ex_stronghold_window00","Static","x\ex_stronghold_window00.nif"
"ex_strongholdruin_wall00","Static","x\ex_strongholdruin_wall00.nif"
"ex_strongholdruin_wall01","Static","x\ex_strongholdruin_wall01.nif"
"ex_strongholdruin_wall02","Static","x\ex_strongholdruin_wall02.nif"
"ex_strongholdruin_wall03","Static","x\ex_strongholdruin_wall03.nif"
"ex_strongruin_dome00","Static","x\ex_strongruin_dome00.nif"
"ex_strongruin_enter00","Static","x\ex_strongruin_enter00.nif"
"ex_strongruin_fort00","Static","x\ex_strongruin_fort00.nif"
"ex_strongruin_fort01","Static","x\ex_strongruin_fort01.nif"
"ex_strongruin_fort02","Static","x\ex_strongruin_fort02.nif"
"ex_strongruin_fort03","Static","x\ex_strongruin_fort03.nif"
"ex_strongruin_fort05","Static","x\ex_strongruin_fort05.nif"
"ex_strongruin_fort05_half","Static","x\ex_strongruin_fort05_half.NIF"
"ex_strongruin_smdwell00","Static","x\ex_strongruin_smdwell00.nif"
"ex_t_awning_02","Static","x\Ex_T_awning_02.nif"
"ex_t_bigroot_01","Static","x\Ex_T_bigroot_01.nif"
"ex_t_bigroot_02","Static","x\Ex_T_bigroot_02.nif"
"ex_t_brace_01","Static","x\Ex_T_brace_01.nif"
"ex_t_bridge_lcurved","Static","x\Ex_T_bridge_Lcurved.nif"
"ex_t_clawgrowth_01","Static","x\Ex_T_clawgrowth_01.nif"
"ex_t_clawgrowth_02","Static","x\Ex_T_clawgrowth_02.nif"
"ex_t_councilhall","Static","x\Ex_T_councilhall.nif"
"ex_t_dock_01","Static","x\Ex_T_dock_01.nif"
"ex_t_dock_main","Static","x\Ex_T_dock_main.nif"
"ex_t_doorway_01","Static","x\Ex_T_doorway_01.nif"
"ex_t_doorway_02","Static","x\Ex_T_doorway_02.nif"
"ex_t_doorway_sphere_01","Static","x\Ex_T_doorway_sphere_01.nif"
"ex_t_dormer_02","Static","x\Ex_T_dormer_02.nif"
"ex_t_gateway_great","Static","x\Ex_T_gateway_great.nif"
"Ex_T_hook","Static","x\Ex_T_hook.NIF"
"ex_t_housepod_01","Static","x\Ex_T_housepod_01.nif"
"ex_t_housepod_02","Static","x\Ex_T_housepod_02.nif"
"ex_t_housepod_03","Static","x\Ex_T_housepod_03.nif"
"ex_t_housepod_04","Static","x\Ex_T_housepod_04.nif"
"ex_t_housestem_01","Static","x\Ex_T_housestem_01.nif"
"ex_t_housestem_02","Static","x\Ex_T_housestem_02.nif"
"ex_t_housestem_03","Static","x\Ex_T_housestem_03.nif"
"ex_t_manor_01","Static","x\Ex_T_manor_01.nif"
"ex_t_manor_02","Static","x\Ex_T_manor_02.nif"
"ex_t_menhir_01","Static","x\Ex_T_menhir_01.nif"
"Ex_T_menhir_L_01","Static","x\Ex_T_menhir_L_01.nif"
"ex_t_platform_01","Static","x\Ex_T_platform_01.nif"
"ex_t_platform_02","Static","x\Ex_T_platform_02.NIF"
"ex_t_pole_hooked","Static","x\Ex_T_pole_hooked.nif"
"ex_t_rock_coastal_01","Static","x\Ex_T_rock_coastal_01.nif"
"ex_t_rock_coastal_02","Static","x\Ex_T_rock_coastal_02.nif"
"ex_t_rock_coastal_03","Static","x\Ex_T_rock_coastal_03.nif"
"ex_t_root_01","Static","x\Ex_T_root_01.nif"
"ex_t_root_02","Static","x\Ex_T_root_02.nif"
"ex_t_root_03","Static","x\Ex_T_root_03.nif"
"ex_t_root_04","Static","x\Ex_T_root_04.nif"
"ex_t_root_05","Static","x\Ex_T_root_05.nif"
"ex_t_root_06","Static","x\Ex_T_root_06.nif"
"ex_t_root_arch_01","Static","x\Ex_T_root_arch_01.nif"
"ex_t_root_bridge_01","Static","x\Ex_T_root_bridge_01.nif"
"ex_t_root_hook","Static","x\Ex_T_root_hook.nif"
"ex_t_root_lendsplit","Static","x\Ex_T_root_Lendsplit.nif"
"ex_t_root_spikes_01","Static","x\Ex_T_root_spikes_01.nif"
"ex_t_root_spikes_02","Static","x\Ex_T_root_spikes_02.nif"
"ex_t_root_stem","Static","x\Ex_T_root_stem.NIF"
"ex_t_root_xl_01","Static","x\Ex_T_root_XL_01.NIF"
